,edad,genero,paises,titulo_academico,puesto_trabajo,años_experiencia,plataforma_informatica,sector_laboral,tamaño_empresa,salario,servidor_datos,lenguaje_programacion,entorno_desarrollo,libreria_visualizacion,funciones_puesto,herramienta_publicacion
22857,25-29,Man,Mexico,Master’s degree,Business Analyst,< 1 years,A personal computer / desktop,Manufacturing/Fabrication,"10,000 or more employees","2,000-2,999",, Java,"Visual Studio Code (VSCode) ,Jupyter Notebook", Matplotlib ,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,A laptop,Computers/Technology,50-249 employees,$0-999,Google Cloud BigQuery ,"Python, R, SQL","Visual Studio Code (VSCode) ,PyCharm , Sublime Text", None, None of these activities are an important part of my role at work,
22861,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,1-3 years,A laptop,Academics/Education,0-49 employees,,,"Python, C"," Notepad++,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Geoplotlib ",,
22871,25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 years,A laptop,Accounting/Finance,250-999 employees,$0-999,,"Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas", GitHub   Kaggle   Colab 
22878,40-44,Woman,India,Master’s degree,Business Analyst,< 1 years,A laptop,Computers/Technology,"10,000 or more employees","30,000-39,999",, None, None, None, None of these activities are an important part of my role at work,
22879,30-34,Man,Turkey,Master’s degree,Business Analyst,I have never written code,,Accounting/Finance,0-49 employees,"2,000-2,999",,,,,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",
22892,25-29,Woman,South Korea,I prefer not to answer,Data Analyst,1-3 years,None,Other,0-49 employees,"4,000-4,999",,Python,PyCharm , Other, Other,
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,< 1 years,A laptop,,,,,"Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,RStudio ,Visual Studio ,PyCharm , Notepad++, Sublime Text,Jupyter Notebook"," Matplotlib ,Ggplot / ggplot2 ,Geoplotlib ",,
22903,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,A laptop,Academics/Education,0-49 employees,$0-999,MySQL ,"Python, SQL, MATLAB",Visual Studio Code (VSCode) , Matplotlib ,Analyze and understand data to influence product or business decisions, GitHub   Kaggle 
22907,22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 years,A personal computer / desktop,,,,,"Python, SQL", Spyder,,,
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,1-3 years,A personal computer / desktop,Academics/Education,0-49 employees,$0-999,,"Python, C++, Java, Javascript","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ,Visual Studio Code (VSCode) ,Jupyter Notebook", Matplotlib ,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas",
22921,30-34,Man,India,Master’s degree,Business Analyst,1-3 years,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Accounting/Finance,"1000-9,999 employees","60,000-69,999",MySQL ,Python,"Visual Studio Code (VSCode) ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,D3 js ,Bokeh ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Do research that advances the state of the art of machine learning", GitHub   Colab 
22923,25-29,Man,Italy,Master’s degree,Data Analyst,3-5 years,A laptop,Marketing/CRM,250-999 employees,"40,000-49,999",, Other,Jupyter Notebook," Matplotlib ,Seaborn ,Plotly / Plotly Express ",Analyze and understand data to influence product or business decisions, Kaggle 
22927,50-54,Man,Pakistan,Bachelor’s degree,Business Analyst,1-3 years,A laptop,Broadcasting/Communications,50-249 employees,"15,000-19,999",, R,"RStudio , Other", None,Analyze and understand data to influence product or business decisions,I do not share my work publicly
22931,25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 years,A laptop,Insurance/Risk Assessment,0-49 employees,"2,000-2,999",,"Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ,Jupyter Notebook", Matplotlib ,Analyze and understand data to influence product or business decisions,
22944,40-44,Man,Brazil,Master’s degree,Data Analyst,< 1 years,A laptop,Computers/Technology,"10,000 or more employees","2,000-2,999",,Python,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Visual Studio ,PyCharm , Notepad++,Jupyter Notebook", None, None of these activities are an important part of my role at work,
22946,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,I have never written code,,Accounting/Finance,0-49 employees,$0-999,,,,,Analyze and understand data to influence product or business decisions,
22948,18-21,Man,Ukraine,I prefer not to answer,Data Analyst,1-3 years,A laptop,Computers/Technology,0-49 employees,,,Python,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ,PyCharm , Sublime Text", None,,
22951,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,1-3 years,A laptop,Non-profit/Service,50-249 employees,"1,000-1,999",,"Python, SQL","Visual Studio Code (VSCode) ,PyCharm , Spyder,Jupyter Notebook"," Matplotlib ,Seaborn ,Geoplotlib ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data", GitHub 
22953,22-24,Man,India,Bachelor’s degree,Business Analyst,5-10 years,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Medical/Pharmaceutical,"10,000 or more employees","10,000-14,999",MySQL ,"Python, SQL","Jupyter (JupyterLab, Jupyter Notebooks, etc) , Notepad++", Other,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",I do not share my work publicly
22960,25-29,Woman,United States of America,Doctoral degree,Data Analyst,5-10 years,A personal computer / desktop,Insurance/Risk Assessment,"1000-9,999 employees","100,000-124,999",,"Python, R","RStudio ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 ,Shiny ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build and/or run a machine learning service that operationally improves my product or workflows",I do not share my work publicly
22977,25-29,Man,India,Bachelor’s degree,Business Analyst,I have never written code,,Marketing/CRM,0-49 employees,$0-999,,,,,Analyze and understand data to influence product or business decisions,
22983,25-29,Man,Other,Bachelor’s degree,Data Analyst,< 1 years,A laptop,Retail/Sales,50-249 employees,"1,000-1,999",, SQL,Jupyter Notebook, None,Analyze and understand data to influence product or business decisions,
22988,30-34,Man,Japan,Bachelor’s degree,Data Analyst,1-3 years,A laptop,Marketing/CRM,"1000-9,999 employees","7,500-9,999",Microsoft SQL Server ,"Python, R, SQL","RStudio ,Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions, Kaggle 
22993,22-24,Man,India,Master’s degree,Data Analyst,1-3 years,A laptop,Retail/Sales,"10,000 or more employees","4,000-4,999",Oracle Database ,"Python, R, SQL","RStudio ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Ggplot / ggplot2 ", None of these activities are an important part of my role at work, GitHub   Kaggle   Colab 
22996,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,A laptop,Retail/Sales,50-249 employees,$0-999,,Python,Jupyter Notebook,Seaborn , Build prototypes to explore applying machine learning to new areas,
22997,25-29,Woman,Indonesia,Master’s degree,Data Analyst,1-3 years,A laptop,Academics/Education,0-49 employees,$0-999,,"Python, R",RStudio ,Ggplot / ggplot2 ,"Analyze and understand data to influence product or business decisions, Do research that advances the state of the art of machine learning",
23009,35-39,Man,France,Master’s degree,Data Analyst,3-5 years,A laptop,Academics/Education,0-49 employees,"3,000-3,999",,"Python, R","Visual Studio Code (VSCode) ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data, Build prototypes to explore applying machine learning to new areas, Build and/or run a machine learning service that operationally improves my product or workflows, Experimentation and iteration to improve existing ML models, Do research that advances the state of the art of machine learning",
23016,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,20+ years,A laptop,Broadcasting/Communications,"1000-9,999 employees","60,000-69,999",,"Python, SQL"," Notepad++,Jupyter Notebook", Matplotlib ,Analyze and understand data to influence product or business decisions,I do not share my work publicly
23018,18-21,Woman,China,Master’s degree,Data Analyst,1-3 years,A personal computer / desktop,Computers/Technology,0-49 employees,$0-999,,"Python, R, SQL, MATLAB","RStudio ,PyCharm , Spyder, Notepad++,MATLAB ,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 , Other",Analyze and understand data to influence product or business decisions, GitHub 
23026,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years,A laptop,Other,0-49 employees,,,"Python, SQL, C, C++","Visual Studio Code (VSCode) ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ",,
23027,22-24,Man,India,Master’s degree,Business Analyst,1-3 years,A laptop,Computers/Technology,250-999 employees,"5,000-7,499",Snowflake ,"Python, SQL, C","Jupyter (JupyterLab, Jupyter Notebooks, etc) ,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data", GitHub   Kaggle   Colab 
23042,50-54,Man,Japan,Bachelor’s degree,Data Analyst,1-3 years,A laptop,Marketing/CRM,50-249 employees,"7,500-9,999",, Other,"RStudio , Spyder"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,I do not share my work publicly
23043,25-29,Woman,Spain,Bachelor’s degree,Data Analyst,< 1 years,A laptop,Accounting/Finance,50-249 employees,"1,000-1,999",,"Python, SQL, Javascript","Visual Studio ,Jupyter Notebook"," Matplotlib ,Seaborn ",Analyze and understand data to influence product or business decisions,
23045,40-44,Man,Brazil,Bachelor’s degree,Business Analyst,10-20 years,A laptop,Computers/Technology,50-249 employees,"15,000-19,999",PostgreSQL ," SQL, Java, Javascript, Bash","Visual Studio Code (VSCode) , Notepad++, Vim / Emacs", None,"Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",I do not share my work publicly
23074,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,< 1 years,A laptop,Accounting/Finance,0-49 employees,"5,000-7,499",,"Python, R","RStudio ,PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ,Ggplot / ggplot2 ",Analyze and understand data to influence product or business decisions, Kaggle 
23078,50-54,Man,India,Master’s degree,Business Analyst,1-3 years,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Energy/Mining,"10,000 or more employees","25,000-29,999",Google Cloud SQL ,"Python, R, C, C++, MATLAB","Jupyter (JupyterLab, Jupyter Notebooks, etc) , Notepad++,MATLAB ,Jupyter Notebook, Other"," Matplotlib ,Seaborn ,Plotly / Plotly Express ,Geoplotlib ", Other, GitHub   Kaggle   Colab 
23089,25-29,Woman,India,Bachelor’s degree,Data Analyst,3-5 years,A laptop,Accounting/Finance,"10,000 or more employees",,,"Python, SQL, Java, Javascript","PyCharm ,Jupyter Notebook"," Matplotlib ,Seaborn ","Analyze and understand data to influence product or business decisions, Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data",
23092,25-29,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code,,Retail/Sales,0-49 employees,$0-999,,,,, None of these activities are an important part of my role at work,
